Order{id=1, customerId=101, date='2024-12-11', price=150.75}
Order{id=21, customerId=110, date='2024-12-11', price=120.50}
Order{id=22, customerId=111, date='2024-12-11', price=199.99}
Order{id=23, customerId=112, date='2024-12-11', price=35.75}
Order{id=24, customerId=113, date='2024-12-11', price=250.00}
Order{id=25, customerId=114, date='2024-12-11', price=180.45}
Order{id=26, customerId=115, date='2024-12-11', price=300.00}
Order{id=27, customerId=116, date='2024-12-11', price=400.75}
Order{id=28, customerId=117, date='2024-12-11', price=180.90}
Order{id=30, customerId=119, date='2024-12-11', price=135.60}
Order{id=1, customerId=101, date='2024-12-11', price=150.75}
Order{id=2, customerId=102, date='2024-12-11', price=299.99}
Order{id=3, customerId=103, date='2024-12-11', price=89.50}
Order{id=4, customerId=104, date='2024-12-11', price=120.00}
Order{id=6, customerId=105, date='2024-12-11', price=76.25}
Order{id=7, customerId=101, date='2024-12-11', price=550.00}
Order{id=9, customerId=106, date='2024-12-11', price=900.00}
Order{id=10, customerId=102, date='2024-12-11', price=34.80}
Order{id=11, customerId=107, date='2024-12-11', price=780.60}
Order{id=13, customerId=103, date='2024-12-11', price=65.30}
Order{id=14, customerId=105, date='2024-12-11', price=120.90}
Order{id=15, customerId=108, date='2024-12-11', price=310.00}
Order{id=16, customerId=104, date='2024-12-11', price=490.75}
Order{id=17, customerId=101, date='2024-12-11', price=89.99}
Order{id=18, customerId=103, date='2024-12-11', price=110.50}
Order{id=19, customerId=104, date='2024-12-11', price=890.00}
Order{id=21, customerId=110, date='2024-12-11', price=120.50}
Order{id=22, customerId=111, date='2024-12-11', price=199.99}
Order{id=23, customerId=112, date='2024-12-11', price=35.75}
Order{id=24, customerId=113, date='2024-12-11', price=250.00}
Order{id=25, customerId=114, date='2024-12-11', price=180.45}
Order{id=26, customerId=115, date='2024-12-11', price=300.00}
Order{id=27, customerId=116, date='2024-12-11', price=400.75}
Order{id=28, customerId=117, date='2024-12-11', price=180.90}
Order{id=30, customerId=119, date='2024-12-11', price=135.60}
Order{id=1, customerId=101, date='2024-12-11', price=150.75}
Order{id=2, customerId=102, date='2024-12-11', price=299.99}
Order{id=3, customerId=103, date='2024-12-11', price=89.50}
Order{id=4, customerId=104, date='2024-12-11', price=120.00}
Order{id=6, customerId=105, date='2024-12-11', price=76.25}
Order{id=7, customerId=101, date='2024-12-11', price=550.00}
Order{id=9, customerId=106, date='2024-12-11', price=900.00}
Order{id=10, customerId=102, date='2024-12-11', price=34.80}
Order{id=11, customerId=107, date='2024-12-11', price=780.60}
Order{id=13, customerId=103, date='2024-12-11', price=65.30}
Order{id=14, customerId=105, date='2024-12-11', price=120.90}
Order{id=15, customerId=108, date='2024-12-11', price=310.00}
Order{id=16, customerId=104, date='2024-12-11', price=490.75}
Order{id=17, customerId=101, date='2024-12-11', price=89.99}
Order{id=18, customerId=103, date='2024-12-11', price=110.50}
Order{id=19, customerId=104, date='2024-12-11', price=890.00}
Order{id=21, customerId=110, date='2024-12-11', price=120.50}
Order{id=22, customerId=111, date='2024-12-11', price=199.99}
Order{id=23, customerId=112, date='2024-12-11', price=35.75}
Order{id=24, customerId=113, date='2024-12-11', price=250.00}
Order{id=25, customerId=114, date='2024-12-11', price=180.45}
Order{id=26, customerId=115, date='2024-12-11', price=300.00}
Order{id=27, customerId=116, date='2024-12-11', price=400.75}
Order{id=28, customerId=117, date='2024-12-11', price=180.90}
Order{id=30, customerId=119, date='2024-12-11', price=135.60}
Order{id=1, customerId=101, date='2024-12-11', price=150.75}
Order{id=2, customerId=102, date='2024-12-11', price=299.99}
Order{id=3, customerId=103, date='2024-12-11', price=89.50}
Order{id=4, customerId=104, date='2024-12-11', price=120.00}
Order{id=6, customerId=105, date='2024-12-11', price=76.25}
Order{id=7, customerId=101, date='2024-12-11', price=550.00}
Order{id=9, customerId=106, date='2024-12-11', price=900.00}
Order{id=10, customerId=102, date='2024-12-11', price=34.80}
Order{id=11, customerId=107, date='2024-12-11', price=780.60}
Order{id=13, customerId=103, date='2024-12-11', price=65.30}
Order{id=14, customerId=105, date='2024-12-11', price=120.90}
Order{id=15, customerId=108, date='2024-12-11', price=310.00}
Order{id=16, customerId=104, date='2024-12-11', price=490.75}
Order{id=17, customerId=101, date='2024-12-11', price=89.99}
Order{id=18, customerId=103, date='2024-12-11', price=110.50}
Order{id=19, customerId=104, date='2024-12-11', price=890.00}
Order{id=1, customerId=101, date='2024-12-11', price=150.75}
Order{id=2, customerId=102, date='2024-12-11', price=299.99}
Order{id=3, customerId=103, date='2024-12-11', price=89.50}
Order{id=4, customerId=104, date='2024-12-11', price=120.00}
Order{id=6, customerId=105, date='2024-12-11', price=76.25}
Order{id=7, customerId=101, date='2024-12-11', price=550.00}
Order{id=9, customerId=106, date='2024-12-11', price=900.00}
Order{id=10, customerId=102, date='2024-12-11', price=34.80}
Order{id=11, customerId=107, date='2024-12-11', price=780.60}
Order{id=13, customerId=103, date='2024-12-11', price=65.30}
Order{id=14, customerId=105, date='2024-12-11', price=120.90}
Order{id=15, customerId=108, date='2024-12-11', price=310.00}
Order{id=16, customerId=104, date='2024-12-11', price=490.75}
Order{id=17, customerId=101, date='2024-12-11', price=89.99}
Order{id=18, customerId=103, date='2024-12-11', price=110.50}
Order{id=19, customerId=104, date='2024-12-11', price=890.00}
Order{id=21, customerId=110, date='2024-12-11', price=120.50}
Order{id=22, customerId=111, date='2024-12-11', price=199.99}
Order{id=23, customerId=112, date='2024-12-11', price=35.75}
Order{id=24, customerId=113, date='2024-12-11', price=250.00}
Order{id=25, customerId=114, date='2024-12-11', price=180.45}
Order{id=26, customerId=115, date='2024-12-11', price=300.00}
Order{id=27, customerId=116, date='2024-12-11', price=400.75}
Order{id=28, customerId=117, date='2024-12-11', price=180.90}
Order{id=30, customerId=119, date='2024-12-11', price=135.60}
Order{id=1, customerId=101, date='2024-12-11', price=150.75}
Order{id=2, customerId=102, date='2024-12-11', price=299.99}
Order{id=3, customerId=103, date='2024-12-11', price=89.50}
Order{id=4, customerId=104, date='2024-12-11', price=120.00}
Order{id=6, customerId=105, date='2024-12-11', price=76.25}
Order{id=7, customerId=101, date='2024-12-11', price=550.00}
Order{id=9, customerId=106, date='2024-12-11', price=900.00}
Order{id=10, customerId=102, date='2024-12-11', price=34.80}
Order{id=11, customerId=107, date='2024-12-11', price=780.60}
Order{id=13, customerId=103, date='2024-12-11', price=65.30}
Order{id=14, customerId=105, date='2024-12-11', price=120.90}
Order{id=15, customerId=108, date='2024-12-11', price=310.00}
Order{id=16, customerId=104, date='2024-12-11', price=490.75}
Order{id=17, customerId=101, date='2024-12-11', price=89.99}
Order{id=18, customerId=103, date='2024-12-11', price=110.50}
Order{id=19, customerId=104, date='2024-12-11', price=890.00}
Order{id=21, customerId=110, date='2024-12-11', price=120.50}
Order{id=22, customerId=111, date='2024-12-11', price=199.99}
Order{id=23, customerId=112, date='2024-12-11', price=35.75}
Order{id=24, customerId=113, date='2024-12-11', price=250.00}
Order{id=25, customerId=114, date='2024-12-11', price=180.45}
Order{id=26, customerId=115, date='2024-12-11', price=300.00}
Order{id=27, customerId=116, date='2024-12-11', price=400.75}
Order{id=28, customerId=117, date='2024-12-11', price=180.90}
Order{id=30, customerId=119, date='2024-12-11', price=135.60}
Order{id=1, customerId=101, date='2024-12-11', price=150.75}
Order{id=2, customerId=102, date='2024-12-11', price=299.99}
Order{id=3, customerId=103, date='2024-12-11', price=89.50}
Order{id=4, customerId=104, date='2024-12-11', price=120.00}
Order{id=6, customerId=105, date='2024-12-11', price=76.25}
Order{id=7, customerId=101, date='2024-12-11', price=550.00}
Order{id=9, customerId=106, date='2024-12-11', price=900.00}
Order{id=10, customerId=102, date='2024-12-11', price=34.80}
Order{id=11, customerId=107, date='2024-12-11', price=780.60}
Order{id=13, customerId=103, date='2024-12-11', price=65.30}
Order{id=14, customerId=105, date='2024-12-11', price=120.90}
Order{id=15, customerId=108, date='2024-12-11', price=310.00}
Order{id=16, customerId=104, date='2024-12-11', price=490.75}
Order{id=17, customerId=101, date='2024-12-11', price=89.99}
Order{id=18, customerId=103, date='2024-12-11', price=110.50}
Order{id=19, customerId=104, date='2024-12-11', price=890.00}
Order{id=21, customerId=110, date='2024-12-11', price=120.50}
Order{id=22, customerId=111, date='2024-12-11', price=199.99}
Order{id=23, customerId=112, date='2024-12-11', price=35.75}
Order{id=24, customerId=113, date='2024-12-11', price=250.00}
Order{id=25, customerId=114, date='2024-12-11', price=180.45}
Order{id=26, customerId=115, date='2024-12-11', price=300.00}
Order{id=27, customerId=116, date='2024-12-11', price=400.75}
Order{id=28, customerId=117, date='2024-12-11', price=180.90}
Order{id=30, customerId=119, date='2024-12-11', price=135.60}
Order{id=1, customerId=101, date='2024-12-11', price=150.75}
Order{id=2, customerId=102, date='2024-12-11', price=299.99}
Order{id=3, customerId=103, date='2024-12-11', price=89.50}
Order{id=4, customerId=104, date='2024-12-11', price=120.00}
Order{id=6, customerId=105, date='2024-12-11', price=76.25}
Order{id=7, customerId=101, date='2024-12-11', price=550.00}
Order{id=9, customerId=106, date='2024-12-11', price=900.00}
Order{id=10, customerId=102, date='2024-12-11', price=34.80}
Order{id=11, customerId=107, date='2024-12-11', price=780.60}
Order{id=13, customerId=103, date='2024-12-11', price=65.30}
Order{id=14, customerId=105, date='2024-12-11', price=120.90}
Order{id=15, customerId=108, date='2024-12-11', price=310.00}
Order{id=16, customerId=104, date='2024-12-11', price=490.75}
Order{id=17, customerId=101, date='2024-12-11', price=89.99}
Order{id=18, customerId=103, date='2024-12-11', price=110.50}
Order{id=19, customerId=104, date='2024-12-11', price=890.00}
Order{id=21, customerId=110, date='2024-12-11', price=120.50}
Order{id=22, customerId=111, date='2024-12-11', price=199.99}
Order{id=23, customerId=112, date='2024-12-11', price=35.75}
Order{id=24, customerId=113, date='2024-12-11', price=250.00}
Order{id=25, customerId=114, date='2024-12-11', price=180.45}
Order{id=26, customerId=115, date='2024-12-11', price=300.00}
Order{id=27, customerId=116, date='2024-12-11', price=400.75}
Order{id=28, customerId=117, date='2024-12-11', price=180.90}
Order{id=30, customerId=119, date='2024-12-11', price=135.60}
Order{id=1, customerId=101, date='2024-12-11', price=150.75}
Order{id=2, customerId=102, date='2024-12-11', price=299.99}
Order{id=3, customerId=103, date='2024-12-11', price=89.50}
Order{id=4, customerId=104, date='2024-12-11', price=120.00}
Order{id=6, customerId=105, date='2024-12-11', price=76.25}
Order{id=7, customerId=101, date='2024-12-11', price=550.00}
Order{id=9, customerId=106, date='2024-12-11', price=900.00}
Order{id=10, customerId=102, date='2024-12-11', price=34.80}
Order{id=11, customerId=107, date='2024-12-11', price=780.60}
Order{id=13, customerId=103, date='2024-12-11', price=65.30}
Order{id=14, customerId=105, date='2024-12-11', price=120.90}
Order{id=15, customerId=108, date='2024-12-11', price=310.00}
Order{id=16, customerId=104, date='2024-12-11', price=490.75}
Order{id=17, customerId=101, date='2024-12-11', price=89.99}
Order{id=18, customerId=103, date='2024-12-11', price=110.50}
Order{id=19, customerId=104, date='2024-12-11', price=890.00}
Order{id=21, customerId=110, date='2024-12-11', price=120.50}
Order{id=22, customerId=111, date='2024-12-11', price=199.99}
Order{id=23, customerId=112, date='2024-12-11', price=35.75}
Order{id=24, customerId=113, date='2024-12-11', price=250.00}
Order{id=25, customerId=114, date='2024-12-11', price=180.45}
Order{id=26, customerId=115, date='2024-12-11', price=300.00}
Order{id=27, customerId=116, date='2024-12-11', price=400.75}
Order{id=28, customerId=117, date='2024-12-11', price=180.90}
Order{id=30, customerId=119, date='2024-12-11', price=135.60}
Order{id=1, customerId=101, date='2024-12-11', price=150.75}
Order{id=2, customerId=102, date='2024-12-11', price=299.99}
Order{id=3, customerId=103, date='2024-12-11', price=89.50}
Order{id=4, customerId=104, date='2024-12-11', price=120.00}
Order{id=6, customerId=105, date='2024-12-11', price=76.25}
Order{id=7, customerId=101, date='2024-12-11', price=550.00}
Order{id=9, customerId=106, date='2024-12-11', price=900.00}
Order{id=10, customerId=102, date='2024-12-11', price=34.80}
Order{id=11, customerId=107, date='2024-12-11', price=780.60}
Order{id=13, customerId=103, date='2024-12-11', price=65.30}
Order{id=14, customerId=105, date='2024-12-11', price=120.90}
Order{id=15, customerId=108, date='2024-12-11', price=310.00}
Order{id=16, customerId=104, date='2024-12-11', price=490.75}
Order{id=17, customerId=101, date='2024-12-11', price=89.99}
Order{id=18, customerId=103, date='2024-12-11', price=110.50}
Order{id=19, customerId=104, date='2024-12-11', price=890.00}
